search_term,package_title,package_name,organization,package_notes,metadata_created,metadata_modified,resource_name,resource_url,resource_format,resource_id
תכנון,דרישות בטיחות אש להיתרי בניה,prvbuildingquirement,כבאות והצלה לישראל,"ייעודים ודרישות בטיחות אש של הרשות הארצית לכבאות והצלה לצורך קבלת היתר בניה.
מוצגות הדרישות העדכניות נכון למועד פרסומן. 
על כל מבנה חלות הדרישות שהיו בהתאם למועד קבלת ההיתר.
",2018-05-06T11:23:49.146720,2026-05-04T06:01:02.864418,דרישות בטיחות אש לתחום הבנייה נכון ליום 06-03-2024,https://data.gov.il/dataset/40593d42-f3c9-4c1d-a9e9-67d72c1e7714/resource/f497f697-cffc-4a73-8719-940cef496cd5/download/israel-fire-and-rescue-services-building-requirements.csv,CSV,f497f697-cffc-4a73-8719-940cef496cd5
תכנון,דרישות בטיחות אש להיתרי בניה,prvbuildingquirement,כבאות והצלה לישראל,"ייעודים ודרישות בטיחות אש של הרשות הארצית לכבאות והצלה לצורך קבלת היתר בניה.
מוצגות הדרישות העדכניות נכון למועד פרסומן. 
על כל מבנה חלות הדרישות שהיו בהתאם למועד קבלת ההיתר.
",2018-05-06T11:23:49.146720,2026-05-04T06:01:02.864418,דרישות בטיחות אש לתחום הבנייה נכון ליום 01-08-2023,https://data.gov.il/dataset/40593d42-f3c9-4c1d-a9e9-67d72c1e7714/resource/63170adf-9e4e-4292-94ba-0ed16419f264/download/israel-fire-and-rescue-services-building-requirements.csv,CSV,63170adf-9e4e-4292-94ba-0ed16419f264
תכנון,דרישות בטיחות אש להיתרי בניה,prvbuildingquirement,כבאות והצלה לישראל,"ייעודים ודרישות בטיחות אש של הרשות הארצית לכבאות והצלה לצורך קבלת היתר בניה.
מוצגות הדרישות העדכניות נכון למועד פרסומן. 
על כל מבנה חלות הדרישות שהיו בהתאם למועד קבלת ההיתר.
",2018-05-06T11:23:49.146720,2026-05-04T06:01:02.864418,דרישות בטיחות אש לתחום הבנייה נכון ליום 02-07-2023,https://data.gov.il/dataset/40593d42-f3c9-4c1d-a9e9-67d72c1e7714/resource/7795a0aa-49ce-4d84-999c-16d31f48c897/download/israel-fire-and-rescue-services-building-requirements.csv,CSV,7795a0aa-49ce-4d84-999c-16d31f48c897
תכנון,דרישות בטיחות אש להיתרי בניה,prvbuildingquirement,כבאות והצלה לישראל,"ייעודים ודרישות בטיחות אש של הרשות הארצית לכבאות והצלה לצורך קבלת היתר בניה.
מוצגות הדרישות העדכניות נכון למועד פרסומן. 
על כל מבנה חלות הדרישות שהיו בהתאם למועד קבלת ההיתר.
",2018-05-06T11:23:49.146720,2026-05-04T06:01:02.864418,דרישות בטיחות אש לתחום הבנייה נכון ליום 11-06-2023,https://data.gov.il/dataset/40593d42-f3c9-4c1d-a9e9-67d72c1e7714/resource/bc0f1e88-4238-40da-91c5-344381e89da6/download/israel-fire-and-rescue-services-building-requirements.csv,CSV,bc0f1e88-4238-40da-91c5-344381e89da6
תכנון,דרישות בטיחות אש להיתרי בניה,prvbuildingquirement,כבאות והצלה לישראל,"ייעודים ודרישות בטיחות אש של הרשות הארצית לכבאות והצלה לצורך קבלת היתר בניה.
מוצגות הדרישות העדכניות נכון למועד פרסומן. 
על כל מבנה חלות הדרישות שהיו בהתאם למועד קבלת ההיתר.
",2018-05-06T11:23:49.146720,2026-05-04T06:01:02.864418,דרישות בטיחות אש לתחום הבנייה נכון ליום 01-05-2023,https://data.gov.il/dataset/40593d42-f3c9-4c1d-a9e9-67d72c1e7714/resource/44ba93bb-fb01-4cc1-853a-3861886191e5/download/israel-fire-and-rescue-services-building-requirements.csv,CSV,44ba93bb-fb01-4cc1-853a-3861886191e5
תכנון,דרישות בטיחות אש להיתרי בניה,prvbuildingquirement,כבאות והצלה לישראל,"ייעודים ודרישות בטיחות אש של הרשות הארצית לכבאות והצלה לצורך קבלת היתר בניה.
מוצגות הדרישות העדכניות נכון למועד פרסומן. 
על כל מבנה חלות הדרישות שהיו בהתאם למועד קבלת ההיתר.
",2018-05-06T11:23:49.146720,2026-05-04T06:01:02.864418,דרישות בטיחות אש לתחום הבנייה נכון ליום 08-02-2023,https://data.gov.il/dataset/40593d42-f3c9-4c1d-a9e9-67d72c1e7714/resource/6c87e248-87dd-43d6-9e82-6903aa02912f/download/israel-fire-and-rescue-services-building-requirements.csv,CSV,6c87e248-87dd-43d6-9e82-6903aa02912f
תכנון,דרישות בטיחות אש להיתרי בניה,prvbuildingquirement,כבאות והצלה לישראל,"ייעודים ודרישות בטיחות אש של הרשות הארצית לכבאות והצלה לצורך קבלת היתר בניה.
מוצגות הדרישות העדכניות נכון למועד פרסומן. 
על כל מבנה חלות הדרישות שהיו בהתאם למועד קבלת ההיתר.
",2018-05-06T11:23:49.146720,2026-05-04T06:01:02.864418,דרישות בטיחות אש לתחום הבנייה נכון ליום 01-01-2023,https://data.gov.il/dataset/40593d42-f3c9-4c1d-a9e9-67d72c1e7714/resource/f894f809-480a-4d82-9bd5-5a35effa1f94/download/israel-fire-and-rescue-services-building-requirements.csv,CSV,f894f809-480a-4d82-9bd5-5a35effa1f94
תכנון,דרישות בטיחות אש להיתרי בניה,prvbuildingquirement,כבאות והצלה לישראל,"ייעודים ודרישות בטיחות אש של הרשות הארצית לכבאות והצלה לצורך קבלת היתר בניה.
מוצגות הדרישות העדכניות נכון למועד פרסומן. 
על כל מבנה חלות הדרישות שהיו בהתאם למועד קבלת ההיתר.
",2018-05-06T11:23:49.146720,2026-05-04T06:01:02.864418,דרישות בטיחות אש לתחום הבנייה נכון ליום 04-12-2022,https://data.gov.il/dataset/40593d42-f3c9-4c1d-a9e9-67d72c1e7714/resource/c2a50f6d-6860-46e6-a4ed-ddbed42f1fbf/download/israel-fire-and-rescue-services-building-requirements.csv,CSV,c2a50f6d-6860-46e6-a4ed-ddbed42f1fbf
תכנון,דרישות בטיחות אש להיתרי בניה,prvbuildingquirement,כבאות והצלה לישראל,"ייעודים ודרישות בטיחות אש של הרשות הארצית לכבאות והצלה לצורך קבלת היתר בניה.
מוצגות הדרישות העדכניות נכון למועד פרסומן. 
על כל מבנה חלות הדרישות שהיו בהתאם למועד קבלת ההיתר.
",2018-05-06T11:23:49.146720,2026-05-04T06:01:02.864418,דרישות בטיחות אש לתחום הבנייה נכון ליום 03-10-2022,https://data.gov.il/dataset/40593d42-f3c9-4c1d-a9e9-67d72c1e7714/resource/f6521687-c3f1-428b-945f-772daaeee65b/download/israel-fire-and-rescue-services-building-requirements.csv,CSV,f6521687-c3f1-428b-945f-772daaeee65b
תכנון,דרישות בטיחות אש להיתרי בניה,prvbuildingquirement,כבאות והצלה לישראל,"ייעודים ודרישות בטיחות אש של הרשות הארצית לכבאות והצלה לצורך קבלת היתר בניה.
מוצגות הדרישות העדכניות נכון למועד פרסומן. 
על כל מבנה חלות הדרישות שהיו בהתאם למועד קבלת ההיתר.
",2018-05-06T11:23:49.146720,2026-05-04T06:01:02.864418,דרישות בטיחות אש לתחום הבנייה נכון ליום 03-08-2022,https://data.gov.il/dataset/40593d42-f3c9-4c1d-a9e9-67d72c1e7714/resource/4ad0d1b1-e159-4dd5-8b9d-c328c477e0f7/download/israel-fire-and-rescue-services-building-requirements.csv,CSV,4ad0d1b1-e159-4dd5-8b9d-c328c477e0f7
תכנון,דרישות בטיחות אש להיתרי בניה,prvbuildingquirement,כבאות והצלה לישראל,"ייעודים ודרישות בטיחות אש של הרשות הארצית לכבאות והצלה לצורך קבלת היתר בניה.
מוצגות הדרישות העדכניות נכון למועד פרסומן. 
על כל מבנה חלות הדרישות שהיו בהתאם למועד קבלת ההיתר.
",2018-05-06T11:23:49.146720,2026-05-04T06:01:02.864418,דרישות בטיחות אש לתחום הבנייה נכון ליום 03-07-2022,https://data.gov.il/dataset/40593d42-f3c9-4c1d-a9e9-67d72c1e7714/resource/7f37987f-bd48-4c88-b9e2-d92a8fc228f3/download/israel-fire-and-rescue-services-building-requirements.csv,CSV,7f37987f-bd48-4c88-b9e2-d92a8fc228f3
תכנון,דרישות בטיחות אש להיתרי בניה,prvbuildingquirement,כבאות והצלה לישראל,"ייעודים ודרישות בטיחות אש של הרשות הארצית לכבאות והצלה לצורך קבלת היתר בניה.
מוצגות הדרישות העדכניות נכון למועד פרסומן. 
על כל מבנה חלות הדרישות שהיו בהתאם למועד קבלת ההיתר.
",2018-05-06T11:23:49.146720,2026-05-04T06:01:02.864418,דרישות בטיחות אש לתחום הבנייה נכון ליום 01-05-2022,https://data.gov.il/dataset/40593d42-f3c9-4c1d-a9e9-67d72c1e7714/resource/b43b073e-a0d5-4c1f-a261-3b91b1dfe7c2/download/israel-fire-and-rescue-services-building-requirements.csv,CSV,b43b073e-a0d5-4c1f-a261-3b91b1dfe7c2
תכנון,דרישות בטיחות אש להיתרי בניה,prvbuildingquirement,כבאות והצלה לישראל,"ייעודים ודרישות בטיחות אש של הרשות הארצית לכבאות והצלה לצורך קבלת היתר בניה.
מוצגות הדרישות העדכניות נכון למועד פרסומן. 
על כל מבנה חלות הדרישות שהיו בהתאם למועד קבלת ההיתר.
",2018-05-06T11:23:49.146720,2026-05-04T06:01:02.864418,דרישות בטיחות אש לתחום הבנייה נכון ליום 04-04-2022,https://data.gov.il/dataset/40593d42-f3c9-4c1d-a9e9-67d72c1e7714/resource/8793562e-4d24-478f-a14f-f6208379a609/download/israel-fire-and-rescue-services-building-requirements.csv,CSV,8793562e-4d24-478f-a14f-f6208379a609
תכנון,דרישות בטיחות אש להיתרי בניה,prvbuildingquirement,כבאות והצלה לישראל,"ייעודים ודרישות בטיחות אש של הרשות הארצית לכבאות והצלה לצורך קבלת היתר בניה.
מוצגות הדרישות העדכניות נכון למועד פרסומן. 
על כל מבנה חלות הדרישות שהיו בהתאם למועד קבלת ההיתר.
",2018-05-06T11:23:49.146720,2026-05-04T06:01:02.864418,דרישות בטיחות אש לתחום הבנייה נכון ליום 01-03-2022,https://data.gov.il/dataset/40593d42-f3c9-4c1d-a9e9-67d72c1e7714/resource/166bd0af-26c6-4cce-ba6e-1cd184be41ec/download/israel-fire-and-rescue-services-building-requirements.csv,CSV,166bd0af-26c6-4cce-ba6e-1cd184be41ec
תכנון,דרישות בטיחות אש להיתרי בניה,prvbuildingquirement,כבאות והצלה לישראל,"ייעודים ודרישות בטיחות אש של הרשות הארצית לכבאות והצלה לצורך קבלת היתר בניה.
מוצגות הדרישות העדכניות נכון למועד פרסומן. 
על כל מבנה חלות הדרישות שהיו בהתאם למועד קבלת ההיתר.
",2018-05-06T11:23:49.146720,2026-05-04T06:01:02.864418,דרישות בטיחות אש לתחום הבנייה נכון ליום 02-01-2022,https://data.gov.il/dataset/40593d42-f3c9-4c1d-a9e9-67d72c1e7714/resource/b3d3efd5-0b9c-45c8-969c-d727489302ec/download/israel-fire-and-rescue-services-building-requirements.csv,CSV,b3d3efd5-0b9c-45c8-969c-d727489302ec
תכנון,דרישות בטיחות אש להיתרי בניה,prvbuildingquirement,כבאות והצלה לישראל,"ייעודים ודרישות בטיחות אש של הרשות הארצית לכבאות והצלה לצורך קבלת היתר בניה.
מוצגות הדרישות העדכניות נכון למועד פרסומן. 
על כל מבנה חלות הדרישות שהיו בהתאם למועד קבלת ההיתר.
",2018-05-06T11:23:49.146720,2026-05-04T06:01:02.864418,דרישות בטיחות אש לתחום הבנייה נכון ליום 10-11-2021,https://data.gov.il/dataset/40593d42-f3c9-4c1d-a9e9-67d72c1e7714/resource/ec673c7e-3660-4846-bbaa-b01979205632/download/israel-fire-and-rescue-services-building-requirements.csv,CSV,ec673c7e-3660-4846-bbaa-b01979205632
תכנון,דרישות בטיחות אש להיתרי בניה,prvbuildingquirement,כבאות והצלה לישראל,"ייעודים ודרישות בטיחות אש של הרשות הארצית לכבאות והצלה לצורך קבלת היתר בניה.
מוצגות הדרישות העדכניות נכון למועד פרסומן. 
על כל מבנה חלות הדרישות שהיו בהתאם למועד קבלת ההיתר.
",2018-05-06T11:23:49.146720,2026-05-04T06:01:02.864418,דרישות בטיחות אש לתחום הבנייה נכון ליום 18-05-2021,https://data.gov.il/dataset/40593d42-f3c9-4c1d-a9e9-67d72c1e7714/resource/c85211cb-221f-4ba8-b1d8-b8a763eb7255/download/israel-fire-and-rescue-services-building-requirements.csv,CSV,c85211cb-221f-4ba8-b1d8-b8a763eb7255
תכנון,דרישות בטיחות אש להיתרי בניה,prvbuildingquirement,כבאות והצלה לישראל,"ייעודים ודרישות בטיחות אש של הרשות הארצית לכבאות והצלה לצורך קבלת היתר בניה.
מוצגות הדרישות העדכניות נכון למועד פרסומן. 
על כל מבנה חלות הדרישות שהיו בהתאם למועד קבלת ההיתר.
",2018-05-06T11:23:49.146720,2026-05-04T06:01:02.864418,דרישות בטיחות אש לתחום הבנייה נכון ליום 12-11-2020,https://data.gov.il/dataset/40593d42-f3c9-4c1d-a9e9-67d72c1e7714/resource/feabffbb-c23b-4ac2-bd7d-cd5c7a67cfe9/download/israel-fire-and-rescue-services-building-requirements.csv,CSV,feabffbb-c23b-4ac2-bd7d-cd5c7a67cfe9
תכנון,דרישות בטיחות אש להיתרי בניה,prvbuildingquirement,כבאות והצלה לישראל,"ייעודים ודרישות בטיחות אש של הרשות הארצית לכבאות והצלה לצורך קבלת היתר בניה.
מוצגות הדרישות העדכניות נכון למועד פרסומן. 
על כל מבנה חלות הדרישות שהיו בהתאם למועד קבלת ההיתר.
",2018-05-06T11:23:49.146720,2026-05-04T06:01:02.864418,דרישות בטיחות אש לתחום הבנייה נכון ליום 06-05-2018,https://data.gov.il/dataset/40593d42-f3c9-4c1d-a9e9-67d72c1e7714/resource/585a2473-1627-4f01-acb0-90052606851a/download/newbuildquery.xls,XLS,585a2473-1627-4f01-acb0-90052606851a
תכנון,תכנון וביצוע אוטובוסים,bus_rishui_bitzua_2021,משרד התחבורה והבטיחות בדרכים,"מאגר זה מציג את תכנון הנסיעות של האוטובוסים בתחבורה הציבורית בכל חודש: נסיעות רישוי מאושרות, אי ביצוע, הקדמות, איחורים, נסיעות תקינות, נסיעות שלא ברישוי. המאגר יתעדכן כל 1 לחודש עם הנתונים של החודשים שעברו מתחילת השנה הקלאנדרית הנוכחית ובעיכוב של 3 חודשים אחורה.",2021-05-18T12:55:50.505578,2026-05-02T10:44:46.389129,מאגר תכנון וביצוע אוטובוסים 2025,https://data.gov.il/dataset/e4a5e2d7-6668-42d0-b6c8-4a64f246242a/resource/588dfec1-b95c-495b-a1f4-e1ca4278be5d/download/588dfec1-b95c-495b-a1f4-e1ca4278be5d.csv,CSV,588dfec1-b95c-495b-a1f4-e1ca4278be5d
תכנון,תכנון וביצוע אוטובוסים,bus_rishui_bitzua_2021,משרד התחבורה והבטיחות בדרכים,"מאגר זה מציג את תכנון הנסיעות של האוטובוסים בתחבורה הציבורית בכל חודש: נסיעות רישוי מאושרות, אי ביצוע, הקדמות, איחורים, נסיעות תקינות, נסיעות שלא ברישוי. המאגר יתעדכן כל 1 לחודש עם הנתונים של החודשים שעברו מתחילת השנה הקלאנדרית הנוכחית ובעיכוב של 3 חודשים אחורה.",2021-05-18T12:55:50.505578,2026-05-02T10:44:46.389129,מאגר תכנון וביצוע אוטובוסים 2024,https://data.gov.il/dataset/e4a5e2d7-6668-42d0-b6c8-4a64f246242a/resource/86eceab6-44ac-4301-a6a7-9a4a92dae48b/download/86eceab6-44ac-4301-a6a7-9a4a92dae48b.csv,CSV,86eceab6-44ac-4301-a6a7-9a4a92dae48b
תכנון,תכנון וביצוע אוטובוסים,bus_rishui_bitzua_2021,משרד התחבורה והבטיחות בדרכים,"מאגר זה מציג את תכנון הנסיעות של האוטובוסים בתחבורה הציבורית בכל חודש: נסיעות רישוי מאושרות, אי ביצוע, הקדמות, איחורים, נסיעות תקינות, נסיעות שלא ברישוי. המאגר יתעדכן כל 1 לחודש עם הנתונים של החודשים שעברו מתחילת השנה הקלאנדרית הנוכחית ובעיכוב של 3 חודשים אחורה.",2021-05-18T12:55:50.505578,2026-05-02T10:44:46.389129,מאגר תכנון וביצוע אוטובוסים 2023,https://data.gov.il/dataset/e4a5e2d7-6668-42d0-b6c8-4a64f246242a/resource/5dcbd34b-8103-4207-b7c9-571ec51846de/download/5dcbd34b-8103-4207-b7c9-571ec51846de.csv,CSV,5dcbd34b-8103-4207-b7c9-571ec51846de
תכנון,תכנון וביצוע אוטובוסים,bus_rishui_bitzua_2021,משרד התחבורה והבטיחות בדרכים,"מאגר זה מציג את תכנון הנסיעות של האוטובוסים בתחבורה הציבורית בכל חודש: נסיעות רישוי מאושרות, אי ביצוע, הקדמות, איחורים, נסיעות תקינות, נסיעות שלא ברישוי. המאגר יתעדכן כל 1 לחודש עם הנתונים של החודשים שעברו מתחילת השנה הקלאנדרית הנוכחית ובעיכוב של 3 חודשים אחורה.",2021-05-18T12:55:50.505578,2026-05-02T10:44:46.389129,מאגר תכנון וביצוע אוטובוסים 2022,https://data.gov.il/dataset/e4a5e2d7-6668-42d0-b6c8-4a64f246242a/resource/edb6f096-f7f1-465f-8d4f-6e0811709f83/download/bus_rishui_bitzua_2022.csv,CSV,edb6f096-f7f1-465f-8d4f-6e0811709f83
תכנון,תכנון וביצוע אוטובוסים,bus_rishui_bitzua_2021,משרד התחבורה והבטיחות בדרכים,"מאגר זה מציג את תכנון הנסיעות של האוטובוסים בתחבורה הציבורית בכל חודש: נסיעות רישוי מאושרות, אי ביצוע, הקדמות, איחורים, נסיעות תקינות, נסיעות שלא ברישוי. המאגר יתעדכן כל 1 לחודש עם הנתונים של החודשים שעברו מתחילת השנה הקלאנדרית הנוכחית ובעיכוב של 3 חודשים אחורה.",2021-05-18T12:55:50.505578,2026-05-02T10:44:46.389129,מאגר תכנון וביצוע אוטובוסים 2021,https://data.gov.il/dataset/e4a5e2d7-6668-42d0-b6c8-4a64f246242a/resource/45b5f841-35ab-4119-bb7a-ef65d3e39034/download/bus_rishui_bitzua_2021.csv,CSV,45b5f841-35ab-4119-bb7a-ef65d3e39034
תכנון,תכנון וביצוע אוטובוסים,bus_rishui_bitzua_2021,משרד התחבורה והבטיחות בדרכים,"מאגר זה מציג את תכנון הנסיעות של האוטובוסים בתחבורה הציבורית בכל חודש: נסיעות רישוי מאושרות, אי ביצוע, הקדמות, איחורים, נסיעות תקינות, נסיעות שלא ברישוי. המאגר יתעדכן כל 1 לחודש עם הנתונים של החודשים שעברו מתחילת השנה הקלאנדרית הנוכחית ובעיכוב של 3 חודשים אחורה.",2021-05-18T12:55:50.505578,2026-05-02T10:44:46.389129,מאגר תכנון וביצוע אוטובוסים 2020,https://data.gov.il/dataset/e4a5e2d7-6668-42d0-b6c8-4a64f246242a/resource/4d123ea1-e732-4170-8c24-8aa964d6533f/download/bus_rishui_bitzua_2020.csv,CSV,4d123ea1-e732-4170-8c24-8aa964d6533f
תכנון,תכנון וביצוע אוטובוסים,bus_rishui_bitzua_2021,משרד התחבורה והבטיחות בדרכים,"מאגר זה מציג את תכנון הנסיעות של האוטובוסים בתחבורה הציבורית בכל חודש: נסיעות רישוי מאושרות, אי ביצוע, הקדמות, איחורים, נסיעות תקינות, נסיעות שלא ברישוי. המאגר יתעדכן כל 1 לחודש עם הנתונים של החודשים שעברו מתחילת השנה הקלאנדרית הנוכחית ובעיכוב של 3 חודשים אחורה.",2021-05-18T12:55:50.505578,2026-05-02T10:44:46.389129,מאגר תכנון וביצוע אוטובוסים 2019,https://data.gov.il/dataset/e4a5e2d7-6668-42d0-b6c8-4a64f246242a/resource/aa9a1ac4-f3df-4515-bf33-6130cea6185c/download/bus_rishui_bitzua_2019.csv,CSV,aa9a1ac4-f3df-4515-bf33-6130cea6185c
תכנון,רשימת מתכננים ומודדים,metachnenim,משרד הבינוי והשיכון,"במאגר זה רשומים מתכננים, מודדים ובעלי מקצוע אחרים, והוא כולל מידע על התמחויות מקצועיות של בעלי המקצוע וכן פרטי התקשרות עמם.",2017-11-15T09:30:32.991961,2026-05-01T00:10:06.015823,רשימת מודדים ומתכננים,https://data.gov.il/dataset/688d7791-b596-4b64-a307-113e8258b12a/resource/a8ca5203-7adc-4bc1-a0ed-3fd4eaa74dcc/download/hng_metachnenim.csv,CSV,a8ca5203-7adc-4bc1-a0ed-3fd4eaa74dcc
תכנון,תכנון מול ביצוע נסיעות אוטובוסים ברמת נסיעה בודדת,bitzua_bus_trip,משרד התחבורה והבטיחות בדרכים,מאגר זה מציג את תכנון הנסיעות של האוטובוסים בתחבורה הציבורית ואת הנסיעות שבוצעו בפועל ברמת נסיעה בודדת,2024-03-14T04:52:46.664180,2026-04-15T11:53:50.441030,תכנון מול ביצוע נסיעות אוטובוסים 2025 ברמת נסיעה בודדת,https://data.gov.il/dataset/626b0931-8385-4f62-87e5-cadae3379754/resource/084b8e33-e359-47aa-95f7-26782e52c9af/download/084b8e33-e359-47aa-95f7-26782e52c9af.csv,CSV,084b8e33-e359-47aa-95f7-26782e52c9af
תכנון,תכנון מול ביצוע נסיעות אוטובוסים ברמת נסיעה בודדת,bitzua_bus_trip,משרד התחבורה והבטיחות בדרכים,מאגר זה מציג את תכנון הנסיעות של האוטובוסים בתחבורה הציבורית ואת הנסיעות שבוצעו בפועל ברמת נסיעה בודדת,2024-03-14T04:52:46.664180,2026-04-15T11:53:50.441030,תכנון מול ביצוע נסיעות אוטובוסים 2024 ברמת נסיעה בודדת,https://data.gov.il/dataset/626b0931-8385-4f62-87e5-cadae3379754/resource/aba233c2-6a5a-487d-b0a8-9413ef849f15/download/aba233c2-6a5a-487d-b0a8-9413ef849f15.csv,CSV,aba233c2-6a5a-487d-b0a8-9413ef849f15
תכנון,תכניות תשתית לאומית - תחבורה,ttl_transport,משרד התחבורה והבטיחות בדרכים,תכניות תשתית לאומית - תחבורה,2019-09-03T10:16:11.215748,2026-03-22T11:46:28.741547,TTL_TRANSPORT.zip,https://data.gov.il/dataset/5641b8c0-52d6-415d-95f7-abf9e1218ea1/resource/c50fdc71-d52a-4b8f-ac7c-f99af53022e6/download/ttl_transport.zip,ZIP,c50fdc71-d52a-4b8f-ac7c-f99af53022e6
תכנון,תכניות תשתית לאומית - תחבורה,ttl_transport,משרד התחבורה והבטיחות בדרכים,תכניות תשתית לאומית - תחבורה,2019-09-03T10:16:11.215748,2026-03-22T11:46:28.741547,TTL_TRANSPORT_KML,https://data.gov.il/dataset/5641b8c0-52d6-415d-95f7-abf9e1218ea1/resource/4fc22971-e2e6-41b7-8f43-401d7e1d2a1a/download/ttl_transport_kmz.zip,ZIP,4fc22971-e2e6-41b7-8f43-401d7e1d2a1a
תכנון,תכניות תשתית לאומית - תחבורה,ttl_transport,משרד התחבורה והבטיחות בדרכים,תכניות תשתית לאומית - תחבורה,2019-09-03T10:16:11.215748,2026-03-22T11:46:28.741547,TTL_TRANSPORT_csv,https://data.gov.il/dataset/5641b8c0-52d6-415d-95f7-abf9e1218ea1/resource/1f2d023b-da8e-4afd-b478-5f01f5865f77/download/ttl_transport.csv,CSV,1f2d023b-da8e-4afd-b478-5f01f5865f77
תכנון,תכניות תשתית לאומית - תחבורה,ttl_transport,משרד התחבורה והבטיחות בדרכים,תכניות תשתית לאומית - תחבורה,2019-09-03T10:16:11.215748,2026-03-22T11:46:28.741547,מטאדאטה,https://data.gov.il/dataset/5641b8c0-52d6-415d-95f7-abf9e1218ea1/resource/be1c2f69-fde1-4b9d-b046-e11c47a65919/download/ttl_transport_metadata.xlsx,XLSX,be1c2f69-fde1-4b9d-b046-e11c47a65919
תכנון,קווי תכנון נתיבים לתעבורת אוטובוסים מהירה BRT,brt_line,משרד התחבורה והבטיחות בדרכים,קווי מערכת אוטובוסים מהירה להסעת המונים (BRT) – תכנון בפריסה ארצית,2019-09-01T12:55:11.701860,2026-03-22T11:18:54.198648,BRT_LINE_SHP,https://data.gov.il/dataset/66ba64f9-f47c-4c0a-917f-e3cdaf1cf6b1/resource/8d4d11cc-0406-4cb4-8344-d2752b89e003/download/brt_line.zip,ZIP,8d4d11cc-0406-4cb4-8344-d2752b89e003
תכנון,קווי תכנון נתיבים לתעבורת אוטובוסים מהירה BRT,brt_line,משרד התחבורה והבטיחות בדרכים,קווי מערכת אוטובוסים מהירה להסעת המונים (BRT) – תכנון בפריסה ארצית,2019-09-01T12:55:11.701860,2026-03-22T11:18:54.198648,BRT_LINE_KMZ,https://data.gov.il/dataset/66ba64f9-f47c-4c0a-917f-e3cdaf1cf6b1/resource/44e90389-c7f5-423e-9036-d3702ea43815/download/brt_line_kmz.zip,ZIP,44e90389-c7f5-423e-9036-d3702ea43815
תכנון,קווי תכנון נתיבים לתעבורת אוטובוסים מהירה BRT,brt_line,משרד התחבורה והבטיחות בדרכים,קווי מערכת אוטובוסים מהירה להסעת המונים (BRT) – תכנון בפריסה ארצית,2019-09-01T12:55:11.701860,2026-03-22T11:18:54.198648,BRT_LINE_csv,https://data.gov.il/dataset/66ba64f9-f47c-4c0a-917f-e3cdaf1cf6b1/resource/1859ef16-1f1e-45d1-8265-297e8be40fde/download/brt_line.csv,CSV,1859ef16-1f1e-45d1-8265-297e8be40fde
תכנון,קווי תכנון נתיבים לתעבורת אוטובוסים מהירה BRT,brt_line,משרד התחבורה והבטיחות בדרכים,קווי מערכת אוטובוסים מהירה להסעת המונים (BRT) – תכנון בפריסה ארצית,2019-09-01T12:55:11.701860,2026-03-22T11:18:54.198648,מטאדאטה,https://data.gov.il/dataset/66ba64f9-f47c-4c0a-917f-e3cdaf1cf6b1/resource/c6913ef3-e67e-4615-90cf-2028afc648d7/download/brt_line_metadata.xlsx,XLSX,c6913ef3-e67e-4615-90cf-2028afc648d7
תכנון,מידע גיאוגרפי פתוח לציבור,gis,משרד החקלאות ובטחון המזון,"משרד החקלאות וביטחון המזון, שעיקר עיסוקו הוא בשטחים הפתוחים והחקלאיים, עושה שימוש נרחב במידע גאוגרפי המשרת את מרבית היחידות והמחוזות של המשרד. באתר זה ניתן למצוא שכבות, מפות ועבודות שנערכו במשרד הפתוחות לציבור הרחב, חלקן זמינות להורדה.",2020-05-18T08:28:24.223760,2026-01-11T12:47:49.875542,מידע גיאוגרפי פתוח לציבור,https://data1-moag.opendata.arcgis.com/,link,5d9256e1-36c9-45f8-925f-615f9ab9b725
תכנון,מחשבון חניות תחבורה קלה במוקדי תחבורה ציבורית,light-mobility-parking-calculator,משרד התחבורה והבטיחות בדרכים,"המחשבון והמסמכים המצורפים מהווים כלי תכנוני להערכת היצע ותמהיל חניות לכלי תחבורה קלה (אופניים, קורקינטים חשמליים וכדומה) במוקדי תחבורה ציבורית. הכלי מאפשר לחשב את מספר עמדות החניה הנדרש, את שטח הייעוד הנדרש ואת רמות האבטחה בהתאם לסוג המוקד, נפחי הנוסעים, מאפייני התחנה והסביבה העירונית. בנוסף, מצורפים מדריך עקרונות תכנון והוראות שימוש המפרטים את השלבים לחישוב ואת עקרונות התכנון המומלצים לשילוב חניה לתחבורה קלה במערך התחבורה הציבורית.",2025-10-15T11:57:08.415267,2025-10-15T13:07:09.992861,מחשבון חניות תחבורה קלה במוקדי תחבורה ציבורית - גרסה 1.0.zip,https://data.gov.il/dataset/608e4d62-8b3e-4631-9652-4fa8ff8db52a/resource/88eec2b8-b9de-427d-887f-920ca982074f/download/-1.0.zip,ZIP,88eec2b8-b9de-427d-887f-920ca982074f
