search_term,package_title,package_name,organization,package_notes,metadata_created,metadata_modified,resource_name,resource_url,resource_format,resource_id,strict_urban_renewal_match,broad_related_match,explicit_urban_renewal_source,matched_strict_keywords,matched_broad_keywords,detected_relevance_reason,preferred_format,candidate_decision,candidate_decision_reason
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,גדרות לשימור - JSON,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/14894851-7b55-43a4-b744-b87197a2830a/download/buildings-preservation-.json,JSON,14894851-7b55-43a4-b744-b87197a2830a,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,שימור אלמנטים - JSON,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/d26360de-52b6-401a-89a1-eda10675f74d/download/buildings-preservation-.json,JSON,d26360de-52b6-401a-89a1-eda10675f74d,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,מבנים לשימור - JSON,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/73c1a760-5058-48af-835f-3073cc1ef215/download/buildings-preservation-.json,JSON,73c1a760-5058-48af-835f-3073cc1ef215,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,שימור אלמנטים - XLSX-ITM,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/d15cb80f-b1bd-4d3b-a364-498297bad524/download/buildings-preservation-.itm.xlsx,XLSX,d15cb80f-b1bd-4d3b-a364-498297bad524,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,שימור אלמנטים - JSON-ITM,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/2254c673-21a4-4362-b64d-fc61d8f69ee7/download/buildings-preservation-.itm.json,JSON,2254c673-21a4-4362-b64d-fc61d8f69ee7,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,שימור אלמנטים - XML-ITM,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/ed84124f-32cf-49a3-ae4a-3a7792baf38d/download/buildings-preservation-.itm.xml,XML,ed84124f-32cf-49a3-ae4a-3a7792baf38d,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,גדרות לשימור - CSV-ITM,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/d0916f64-416a-4443-9032-3f2419600afd/download/buildings-preservation-.itm.csv,CSV,d0916f64-416a-4443-9032-3f2419600afd,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,מבנים לשימור מתחמים - XLSX-ITM,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/7a027b2d-924c-4ac1-aafa-5e2ce05326d5/download/buildings-preservation-.itm.xlsx,XLSX,7a027b2d-924c-4ac1-aafa-5e2ce05326d5,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,מבנים לשימור מתחמים - JSON-ITM,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/94241256-9efa-44ac-86ba-9277046028f1/download/buildings-preservation-.itm.json,JSON,94241256-9efa-44ac-86ba-9277046028f1,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,מבנים לשימור - XLSX,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/9152ca7a-acbd-4cb2-aac8-a637b2b6ffa6/download/buildings-preservation-.xlsx,XLSX,9152ca7a-acbd-4cb2-aac8-a637b2b6ffa6,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,מבנים לשימור - SHP,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/d89f4819-004a-4f1b-9a0a-6ac3969f3995/download/buildings-preservation-.zip,ZIP,d89f4819-004a-4f1b-9a0a-6ac3969f3995,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,מבנים לשימור מתחמים - XLSX,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/7031abde-65e1-4f79-953b-5c9f5f26eb06/download/buildings-preservation-.xlsx,XLSX,7031abde-65e1-4f79-953b-5c9f5f26eb06,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,מבנים לשימור מתחמים - XML-ITM,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/056ee67c-63c2-4698-b5ca-e6ed409f194c/download/buildings-preservation-.itm.xml,XML,056ee67c-63c2-4698-b5ca-e6ed409f194c,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,גדרות לשימור - XLSX-ITM,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/e02bb4de-d1d7-4ee3-b61f-83d46ae4eb8f/download/buildings-preservation-.itm.xlsx,XLSX,e02bb4de-d1d7-4ee3-b61f-83d46ae4eb8f,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,גדרות לשימור - JSON-ITM,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/4b18f511-7da6-409b-8cd1-e30f156e938b/download/buildings-preservation-.itm.json,JSON,4b18f511-7da6-409b-8cd1-e30f156e938b,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,גדרות לשימור - XML-ITM,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/dc125d83-05d0-4a8d-8ca0-f2ee36d7d9ae/download/buildings-preservation-.itm.xml,XML,dc125d83-05d0-4a8d-8ca0-f2ee36d7d9ae,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,מבנים לשימור - XLSX-ITM,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/6b457bb8-0887-4284-86c9-6559c25f83e5/download/buildings-preservation-.itm.xlsx,XLSX,6b457bb8-0887-4284-86c9-6559c25f83e5,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,מבנים לשימור - JSON-ITM,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/5d801af3-6e69-4fd0-807a-3c635a5fe7b7/download/buildings-preservation-.itm.json,JSON,5d801af3-6e69-4fd0-807a-3c635a5fe7b7,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,מבנים לשימור - XML-ITM,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/9441977b-258c-4295-9608-e4d761294d68/download/buildings-preservation-.itm.xml,XML,9441977b-258c-4295-9608-e4d761294d68,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,גדרות לשימור - GeoXML-ITM,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/f259596d-c7a3-4b39-9576-0e92f992d289/download/buildings-preservation-.itm.xml,XML,f259596d-c7a3-4b39-9576-0e92f992d289,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,גדרות לשימור - XML,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/d3ee1efd-07df-45ee-a23c-f9c326d856f5/download/buildings-preservation-.xml,XML,d3ee1efd-07df-45ee-a23c-f9c326d856f5,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,מבנים לשימור - CSV,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/26dc3bcc-5e85-4580-b2ed-38f9f7f499f1/download/buildings-preservation-.csv,CSV,26dc3bcc-5e85-4580-b2ed-38f9f7f499f1,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,גדרות לשימור - XLSX,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/5988faf8-3ef2-48b0-936d-c5d6f49cfb73/download/buildings-preservation-.xlsx,XLSX,5988faf8-3ef2-48b0-936d-c5d6f49cfb73,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,"תכניות בניין עיר (תב""עות)",city-plans-br7,עיריית באר שבע,"קווי הגבול של תכניות בניין עיר (תב""עות), המכונים ""קווים כחולים"", כפי שהם מופיעים בתכניות בניין עיר ובתשריטי חלוקה. המאגר נמצא בשלבי בנייה מתקדמים, ולכן מכיל את רוב התכניות אך לא את כולן.",2022-07-26T12:02:49.611753,2026-05-10T01:04:35.352131,SHP,https://data.gov.il/dataset/12fb4671-b222-4b9c-a8a2-12d7555d5062/resource/562c3e91-8b7e-489d-9b6a-e8909c81df2e/download/city-plans.zip,ZIP,562c3e91-8b7e-489d-9b6a-e8909c81df2e,False,True,False,[],"[""plan""]",matched keyword: plan,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,"תכניות בניין עיר (תב""עות)",city-plans-br7,עיריית באר שבע,"קווי הגבול של תכניות בניין עיר (תב""עות), המכונים ""קווים כחולים"", כפי שהם מופיעים בתכניות בניין עיר ובתשריטי חלוקה. המאגר נמצא בשלבי בנייה מתקדמים, ולכן מכיל את רוב התכניות אך לא את כולן.",2022-07-26T12:02:49.611753,2026-05-10T01:04:35.352131,GeoJSON,https://data.gov.il/dataset/12fb4671-b222-4b9c-a8a2-12d7555d5062/resource/dd45d273-4fc9-4717-b7bc-b5e663251f92/download/city-plans.geojson,GeoJSON,dd45d273-4fc9-4717-b7bc-b5e663251f92,False,True,False,[],"[""plan""]",matched keyword: plan,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,"תכניות בניין עיר (תב""עות)",city-plans-br7,עיריית באר שבע,"קווי הגבול של תכניות בניין עיר (תב""עות), המכונים ""קווים כחולים"", כפי שהם מופיעים בתכניות בניין עיר ובתשריטי חלוקה. המאגר נמצא בשלבי בנייה מתקדמים, ולכן מכיל את רוב התכניות אך לא את כולן.",2022-07-26T12:02:49.611753,2026-05-10T01:04:35.352131,CSV,https://data.gov.il/dataset/12fb4671-b222-4b9c-a8a2-12d7555d5062/resource/201436f4-5699-494e-a67d-efe8acfd19fc/download/city-plans.csv,CSV,201436f4-5699-494e-a67d-efe8acfd19fc,False,True,False,[],"[""plan""]",matched keyword: plan,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,"תכניות בניין עיר (תב""עות)",city-plans-br7,עיריית באר שבע,"קווי הגבול של תכניות בניין עיר (תב""עות), המכונים ""קווים כחולים"", כפי שהם מופיעים בתכניות בניין עיר ובתשריטי חלוקה. המאגר נמצא בשלבי בנייה מתקדמים, ולכן מכיל את רוב התכניות אך לא את כולן.",2022-07-26T12:02:49.611753,2026-05-10T01:04:35.352131,XML,https://data.gov.il/dataset/12fb4671-b222-4b9c-a8a2-12d7555d5062/resource/bb909e32-88bd-4d43-b27e-230b49e7a2c9/download/city-plans.xml,XML,bb909e32-88bd-4d43-b27e-230b49e7a2c9,False,True,False,[],"[""plan""]",matched keyword: plan,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנון,"תכניות בניין עיר (תב""עות)",city-plans-br7,עיריית באר שבע,"קווי הגבול של תכניות בניין עיר (תב""עות), המכונים ""קווים כחולים"", כפי שהם מופיעים בתכניות בניין עיר ובתשריטי חלוקה. המאגר נמצא בשלבי בנייה מתקדמים, ולכן מכיל את רוב התכניות אך לא את כולן.",2022-07-26T12:02:49.611753,2026-05-10T01:04:35.352131,XLSX,https://data.gov.il/dataset/12fb4671-b222-4b9c-a8a2-12d7555d5062/resource/8ad5b952-84c9-4901-9db2-b5942980024a/download/city-plans.xlsx,XLSX,8ad5b952-84c9-4901-9db2-b5942980024a,False,True,False,[],"[""plan""]",matched keyword: plan,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,"תכניות בניין עיר (תב""עות)",city-plans-br7,עיריית באר שבע,"קווי הגבול של תכניות בניין עיר (תב""עות), המכונים ""קווים כחולים"", כפי שהם מופיעים בתכניות בניין עיר ובתשריטי חלוקה. המאגר נמצא בשלבי בנייה מתקדמים, ולכן מכיל את רוב התכניות אך לא את כולן.",2022-07-26T12:02:49.611753,2026-05-10T01:04:35.352131,JSON,https://data.gov.il/dataset/12fb4671-b222-4b9c-a8a2-12d7555d5062/resource/183c23ae-13f4-47f9-b756-184547777e00/download/city-plans.json,JSON,183c23ae-13f4-47f9-b756-184547777e00,False,True,False,[],"[""plan""]",matched keyword: plan,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,"תכניות בניין עיר (תב""עות)",city-plans-br7,עיריית באר שבע,"קווי הגבול של תכניות בניין עיר (תב""עות), המכונים ""קווים כחולים"", כפי שהם מופיעים בתכניות בניין עיר ובתשריטי חלוקה. המאגר נמצא בשלבי בנייה מתקדמים, ולכן מכיל את רוב התכניות אך לא את כולן.",2022-07-26T12:02:49.611753,2026-05-10T01:04:35.352131,GeoXML,https://data.gov.il/dataset/12fb4671-b222-4b9c-a8a2-12d7555d5062/resource/21fafb46-6448-4e42-83d1-3ca005243494/download/city-plans.xml,XML,21fafb46-6448-4e42-83d1-3ca005243494,False,True,False,[],"[""plan""]",matched keyword: plan,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנון,"תכניות בניין עיר (תב""עות)",city-plans-br7,עיריית באר שבע,"קווי הגבול של תכניות בניין עיר (תב""עות), המכונים ""קווים כחולים"", כפי שהם מופיעים בתכניות בניין עיר ובתשריטי חלוקה. המאגר נמצא בשלבי בנייה מתקדמים, ולכן מכיל את רוב התכניות אך לא את כולן.",2022-07-26T12:02:49.611753,2026-05-10T01:04:35.352131,KML,https://data.gov.il/dataset/12fb4671-b222-4b9c-a8a2-12d7555d5062/resource/83032a18-59e6-4c9c-91a9-5d678147f107/download/city-plans.kml,KML,83032a18-59e6-4c9c-91a9-5d678147f107,False,True,False,[],"[""plan""]",matched keyword: plan,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנון,"תכניות בניין עיר (תב""עות)",city-plans-br7,עיריית באר שבע,"קווי הגבול של תכניות בניין עיר (תב""עות), המכונים ""קווים כחולים"", כפי שהם מופיעים בתכניות בניין עיר ובתשריטי חלוקה. המאגר נמצא בשלבי בנייה מתקדמים, ולכן מכיל את רוב התכניות אך לא את כולן.",2022-07-26T12:02:49.611753,2026-05-10T01:04:35.352131,GeoJSON-ITM,https://data.gov.il/dataset/12fb4671-b222-4b9c-a8a2-12d7555d5062/resource/7c4588bb-6800-42ca-8fd9-f56635e773c7/download/city-plans.itm.geojson,GeoJSON,7c4588bb-6800-42ca-8fd9-f56635e773c7,False,True,False,[],"[""plan""]",matched keyword: plan,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,"תכניות בניין עיר (תב""עות)",city-plans-br7,עיריית באר שבע,"קווי הגבול של תכניות בניין עיר (תב""עות), המכונים ""קווים כחולים"", כפי שהם מופיעים בתכניות בניין עיר ובתשריטי חלוקה. המאגר נמצא בשלבי בנייה מתקדמים, ולכן מכיל את רוב התכניות אך לא את כולן.",2022-07-26T12:02:49.611753,2026-05-10T01:04:35.352131,CSV-ITM,https://data.gov.il/dataset/12fb4671-b222-4b9c-a8a2-12d7555d5062/resource/4172fd61-b12f-4a5b-8bc8-61b283a8eac1/download/city-plans.itm.csv,CSV,4172fd61-b12f-4a5b-8bc8-61b283a8eac1,False,True,False,[],"[""plan""]",matched keyword: plan,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,"תכניות בניין עיר (תב""עות)",city-plans-br7,עיריית באר שבע,"קווי הגבול של תכניות בניין עיר (תב""עות), המכונים ""קווים כחולים"", כפי שהם מופיעים בתכניות בניין עיר ובתשריטי חלוקה. המאגר נמצא בשלבי בנייה מתקדמים, ולכן מכיל את רוב התכניות אך לא את כולן.",2022-07-26T12:02:49.611753,2026-05-10T01:04:35.352131,GeoXML-ITM,https://data.gov.il/dataset/12fb4671-b222-4b9c-a8a2-12d7555d5062/resource/24eb0cec-5540-4c8d-a7fa-735ec339c4c2/download/city-plans.itm.xml,XML,24eb0cec-5540-4c8d-a7fa-735ec339c4c2,False,True,False,[],"[""plan""]",matched keyword: plan,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנון,"תכניות בניין עיר (תב""עות)",city-plans-br7,עיריית באר שבע,"קווי הגבול של תכניות בניין עיר (תב""עות), המכונים ""קווים כחולים"", כפי שהם מופיעים בתכניות בניין עיר ובתשריטי חלוקה. המאגר נמצא בשלבי בנייה מתקדמים, ולכן מכיל את רוב התכניות אך לא את כולן.",2022-07-26T12:02:49.611753,2026-05-10T01:04:35.352131,KML-ITM,https://data.gov.il/dataset/12fb4671-b222-4b9c-a8a2-12d7555d5062/resource/a540b65e-5757-4afb-a4e1-35e55323ec13/download/city-plans.itm.kml,KML,a540b65e-5757-4afb-a4e1-35e55323ec13,False,True,False,[],"[""plan""]",matched keyword: plan,False,exclude,Relevant metadata but unsupported or missing resource format.
